category,name,description,image_url,product_url
Laptops,Outlet: ASUS Zenbook 14 OLED UX3405MA-PP192W,"Nieuwe Zen met AI
Ga een stap verder met de opvallend slanke Zenbook 14 OLED - de ultieme, ultradraagbare laptop die verfijning naar een heel nieuw niveau tilt. Geniet van elk moment met behulp van de verbeterde accu met langere gebruiksduur, versterk uw efficiëntie met de eersteklas Intel® Core™ Ultra processor Series 1 en Intel Arc™ graphics, en bereik naadloze connectiviteit via alle essentiële poorten. Dompel uw zintuigen onder in het levendige ASUS Lumina OLED1 aanraakscherm2 en de krachtige nieuwe Super-lineaire luidsprekers, terwijl u de eco-elegantie van het milieubewuste ontwerp omarmt.
Ontwerp
Eigentijdse kleuren
Kies uit twee verfijnde kleuren om uw perfecte Zenbook samen te stellen.
Mobiliteit
Geniet van uw vrijheid
Geniet van compromisloze mobiliteit met het slanke, lichte en stevige volledig metalen ontwerp. De speciaal vervaardigde naadloze afwerking aan de zijkanten zorgt voor een meer vloeiende touch-ervaring. De Zenbook 14 OLED is altijd klaar voor elke uitdaging, overal!
Accu
De hele dag door, elke dag weer
Maak uzelf los van het lichtnet en wees overal productief. De Zenbook 14 OLED heeft het dag-lange uithoudingsvermogen dat u nodig hebt, en meer. En als het tijd is om bij te laden, gaat dat met USB-C Easy Charge uiterst snel en gemakkelijk!
Prestaties
Ontgrendel nieuwe AI-ervaringen
Voer moeiteloos taken uit met de AI-verbeterde multitasking-capaciteiten van de Zenbook 14 OLED. Met de geïntegreerde NPU AI-engine in de Intel Core Ultra-processor zullen AI-gebaseerde vliegen apps door hun taken, en de ultrasnelle, tot 1TB SSD-opslag, 32GB RAM en WiFi 6E6 zorgen ervoor dat u minder lang hoeft te wachten en sneller kunt werken, waar u ook bent.
Scherm
Bekijk het ongelooflijke
Het ultralevendige 2880 x 1800 ASUS Lumina OLED-scherm maakt elk moment ongelooflijk, met zijn tot 600 nits helderheid16, webvriendelijke 16:10 beeldverhouding en 87% scherm/behuizing ratio. En adaptieve synchronisatie past automatisch de verversingssnelheid aan, voor altijd vloeiende beelden.
Audio
Alles klinkt beter
Waar u ook naar luistert, het krachtige, kristalheldere geluid dat wordt geleverd door de Super-lineaire luidsprekers, de slimme versterker en ASUS Audio Booster zal uw oren verwennen.
Toetsenbord
Meer comfort, minder afleiding
Onze revolutionaire Quiet Keyboard-technologie elimineert op elegante wijze storende geluiden, wat zowel uw eigen persoonlijke ruimte als dat van de mensen in uw omgeving ten goede komt. En een druk op de emoji-sneltoets geeft uw gesprekken een levendige uitdrukking. Voor het betere rekenwerk is het touchpad voorzien van het ASUS NumberPad22,23 2.0 virtuele numerieke toetsenblok.
I/O-poorten
Gemakkelijke aansluitingen
De Zenbook 14 OLED is voorzien van alle essentiële, volledig functionele poorten die u nodig hebt voor snelle en naadloze verbindingen onderweg, zodat u geen vervelende dongles en adapters hoeft mee te nemen. Er is zelfs een handige audio combi-aansluiting!
Smart conferencing
Ziet er geweldig uit, klinkt geweldig
U ziet er altijd op uw best uit en klinkt ook zo, dankzij onze innovatieve Ai-verbeterde camera- en audiosystemen.
Beste online vergaderervaring
De ASUS AiSense-camera zorgt ervoor dat u er altijd op uw best uitziet tijdens virtuele vergaderingen.
Duidelijk horen en gehoord worden
Two-Way AI Noise Cancelation maakt gebruik van een enorme deep-learning database om achtergrondgeluiden voor microfoon en audio te verminderen.
Privacy
Bescherm uw privacy
Blijf veilig, dankzij het privacyschild van de camera en snelle gezichtsaanmelding zonder wachtwoord.
Ontgrendelen, onmiddellijk
Met de Windows Hello infrarood (IR) camera kunt u uw laptop snel en veilig ontgrendelen.
Fysiek webcam privacyschild
Het geïntegreerde privacyschild schuift over de webcam voor onmiddellijke privacybescherming tegen nieuwsgierige blikken en onderbrekingen.
Militair niveau
Laptopduurzaamheid op Amerikaans militair niveau
ASUS consumentenlaptops voldoen aan de uiterst veeleisende MIL-STD 810H militaire norm26 voor betrouwbaarheid en duurzaamheid. Daarvoor worden ze onderworpen aan een streng testregime, inclusief uitgebreide tests voor gebruik in ruige omgevingen. Deze factoren helpen ook de levensduur en daarmee de duurzaamheid van de laptops te verbeteren, zodat u kunt werken, reizen of ontspannen in het vertrouwen dat uw ASUS-laptop klaar is voor de echte wereld - vandaag en tot ver in de toekomst.
Software
Echt gepersonaliseerde workflow
ASUS biedt een softwarepakket dat is ontworpen om uw computerervaring naar een hoger plan te tillen. MyASUS biedt een verzameling handige apps en tools die u helpen meer uit uw laptop te halen, terwijl GlideX u in staat stelt meer gedaan te krijgen door schermen te delen op verschillende apparaten. Bovendien helpt ScreenXpert u bij het beheren van app-vensters op alle aangesloten schermen, voor een soepelere workflow.
MyASUS
MyASUS biedt eenvoudige toegang tot ASUS-apps die zijn ontworpen om u te helpen uw systeem te onderhouden, uw software bij te werken, de prestaties van uw pc te optimaliseren, en contact op te nemen met ASUS voor after-sales ondersteuning.
GlideX
GlideX is een oplossing voor het delen van schermen tussen verschillende apparaten die bekabelde of draadloze verbindingen gebruikt om u een grotere en betere ruimte te geven voor werk en ontspanning. GlideX optimaliseert uw workflow in een handomdraai!
ScreenXpert for ASUS PCs
ScreenXpert for ASUS PCs - dat u kunt downloaden via de Microsoft store of kunt vinden in het Start-menu van uw pc - helpt u app-vensters te beheren op alle schermen die zijn aangesloten op uw ASUS pc en geeft u volledige controle over uw workflow!",https://www.laptop.nl/picture/80068169/600/370/HighResolution/LPNL/false,https://www.laptop.nl/product/outlet-asus-zenbook-14-oled-ux3405ma-pp192w/80068169/17923
Laptops,Outlet: Acer Aspire 3 15 A315-44P-R599,"Je kunt direct aan de slag met de Aspire 3 dankzij de nieuwste AMD Ryzen™ 7000 serie processoren
[1]
, geoptimaliseerd voor multitasking en productiviteit. Met gebruiksgemak aan de basis staat deze gezinsvriendelijke laptop altijd voor je klaar.
Meteen klaar voor gebruik
Je kunt direct aan de slag met de Aspire 3 dankzij de nieuwste AMD Ryzen™ 7000 serie processoren
[1]
met Radeon™ grafische kaart – voor prestaties en productiviteit voor het hele gezin. Ideaal als je optimaal wilt kunnen werken, studeren of gamen.
Verbeterde thermiek
Het 78% grotere ventilatoroppervlak verbetert het thermische systeem en vergroot de thermische capaciteit met 17%
[3]
. Zo kun je langer en efficiënter werken zonder het stopcontact nodig te hebben
[4]
.
Doelgericht ontwerp
Dankzij de slanke metalen cover
[1]
, die verkrijgbaar is nieuwe, levendige kleuren
[1]
, is de Aspire 3 met zijn 1,6 kg
[1]
en 18,9 mm
[1]
lichter en dunner dan ooit tevoren. Daarbij zorgt de lange batterijduur dat gebruikers meer gedaan krijgen tussen oplaadbeurten.
Het scherm
Het 1080p FHD
[1]
-scherm garandeert een scherp en gedetailleerd beeld dat perfect is voor internetten en videostreamen. Bovendien vermindert Acer BlueLightShield™ daarbij de blootstelling aan blauw licht.
Ultieme connectiviteit
Sluit je nieuwste apparaten aan of laad ze op via de multifunctionele USB Type-C-poort. WiFi 6E
[1,2]
en HDMI 2.1 bieden daarbij nog meer productiviteit en functionaliteit voor het hele gezin.",https://www.laptop.nl/picture/80068932/600/370/HighResolution/LPNL/false,https://www.laptop.nl/product/outlet-acer-aspire-3-15-a315-44p-r599/80068932/17923
Laptops,Acer Aspire Spin 14 ASP14-51MTN-57HR,"De draagbare, convertible Acer Aspire Spin 14 is eenvoudig van laptop naar tablet om te klappen. Met een uiterst responsive touchscreen en een Intel Core Ultra processor.
Klaar voor elke taak
Je krijgt alles voor elkaar met een Intel® Core™ Ultra 7 processor met Intel® AI Boost, Intel® Arc™ grafische kaart en geheugen en opslag met een ultrahoge snelheid. Voor directe AI-ondersteuning staat de AI-functie Copilot met één druk op de speciale Copilot knop voor je klaar.
Intel® AI Boost
Deze AI-pc beschikt over de speciale AI-engine van Intel: AI Boost. Deze NPU verwerkt AI-taken in plaats van de CPU om AI-werklasten te optimaliseren voor een intuïtievere en prettigere AI-ervaring.
Copilot
Copilot is een AI-aangedreven assistent in Windows die je helpt antwoorden en inspiratie van over het hele web te halen, die creativiteit en samenwerking ondersteunt en die je helpt je te concentreren op de taak die je moet uitvoeren.
Responsive touchscreen
Creëer moeiteloos op het schitterende 14-inch WUXGA IPS-touchscreen met een ruime beeldverhouding van 16:10. Blijf bovendien in contact met anderen via glasheldere videogesprekken dankzij de 1080p-webcam en twee digitale microfoons.
Dun, licht en veelzijdig
Met het dunne en lichte metalen design met 360°-scharnier schakel je moeiteloos tussen de laptop-, tent-, presentatie- en tabletmodus. De meegeleverde Acer Active Stylus transformeert je scherm tot het ideale canvas voor notities, schetsen en projecten.
Moeiteloze connectiviteit
Sluit aan wat je maar wilt dankzij twee USB Type-C-poorten (Thunderbolt 4) en HDMI 2.1-aansluitingen, en profiteer van ultrasnel internet en helder geluid dankzij WiFi 6E en Intel® Bluetooth LE Audio.
Doe meer met AI-oplossingen van Acer
AcerSense™ geeft je meer controle over je apparaat. Met één tik beheer je moeiteloos je systeem. Verbeter videogesprekken met Acer PurifiedVoice™ en PurifiedView™. Maak en bewerk AI-stickers waar je maar wilt met Acer LiveArt™.
Stroomlijn je instellingen
AcerSense™ is een veelzijdige tool die je met één druk op de knop opent, zodat je op één plek toegang hebt tot alle AI-functies van je apparaat. Voor een vloeiendere, gebruiksvriendelijkere ervaring.
Soepelere videogesprekken
Acer PurifiedVoice™ en PurifiedView ™ 2.0 verbeteren je videogesprekken door achtergrondgeluiden terug te dringen, op jou te blijven scherpstellen en het beeld en geluid te optimaliseren.
Je eigen creaties
Verwijder direct achtergronden uit afbeeldingen met Acer LiveArt™ 2.0. Bewerk en maak AI-stickers om overal te plakken. En wanneer je een screenshot maakt of een afbeelding opent, verschijnt het menuscherm op intuïtieve wijze om je te helpen.
Vriendelijker voor de planeet
Dankzij de verpakking van 100% recyclebare materialen en componenten van 30% post-consumer recycled plastic heeft de Aspire Spin 14 zowel een Energy Star-certificering als een EPEAT-registratie. Zo kun jij een meer verantwoorde keuze maken.",https://www.laptop.nl/picture/21615031/600/370/HighResolution/LPNL/false,https://www.laptop.nl/product/acer-aspire-spin-14-asp14-51mtn-57hr/21615031/17923
Laptops,"Apple MacBook Air (2025) 15"" - M4 - 24 GB - 512 GB - Middernacht","Zo snel kan licht zijn.
MacBook Air is de populairste laptop ter wereld. Om vele redenen. Zo gaat de batterij tot 18 uur mee. Levert de M4-chip ongekend snelle prestaties voor werk en privé. Is de laptop gemaakt voor Apple Intelligence om allerlei dingen moeiteloos voor elkaar te krijgen. En is er nu de prachtige nieuwe kleur hemelsblauw. Met de supercompacte MacBook Air kun je alles aan, waar je ook bent.
Desgin
Gaat overal met je mee.
MacBook Air is opvallend licht en maar iets meer dan een centimeter dun. Zo past de laptop perfect in je drukke leven. En in je tas. MacBook Air met M4 bestaat voor meer dan 50 procent uit gerecyclede materialen en heeft een stevige behuizing van gerecycled aluminium.
Twee perfect compacte formaten. Het 13-inch model is de ultieme laptop voor onderweg. Op het grotere scherm van het 15-inch model heb je nog meer ruimte om te multi­tasken.
Er hangt een nieuwe kleur in de lucht. Met vier prachtige kleuren, waaronder het nieuwe hemelsblauw, is iedereen in de wolken. En bij elke MacBook Air zit een MagSafe-oplaadkabel in de bijpassende kleur.
Prestaties en batterij­duur
M4. Met stip de snelste chip.
Megasnel multi­tasken. Op MacBook Air met M4 gaat alles nog sneller en vloeiender. Of je nu schakelt tussen meerdere apps en tabbladen, video’s bewerkt of games als Sid Meier’s Civilization® VII speelt. En dat allemaal in een geruisloos design zonder ventilator.
Neural Engine. De turbo voor AI. Dankzij de snellere Neural Engine in de M4-chip zit MacBook Air vol krachtige AI-mogelijkheden, waardoor alles wat je doet nog beter gaat. Zo houdt je camera je automatisch midden in beeld, kun je AI-afbeeldingen verbeteren en moeiteloos met de nieuwste LLM’s werken. Kortom, een enorme boost voor je productiviteit en creativiteit.
Batterij waar je verder mee komt. MacBook Air heeft een batterij die tot 18 uur meegaat. En die snelladen ondersteunt: tot wel 50% in 30 minuten.6 Je kunt dus gewoon blijven doorwerken, zonder dat je je zorgen hoeft te maken over je batterij.
Mac + iPhone
Een dreamteam.
Hou je van iPhone, dan hou je van Mac. Met een Mac kun je net zo makkelijk overweg als met een iPhone. Tekst van je iPhone naar je Mac kopiëren of devices opsporen met Zoek Mijn? Je Mac en je iPhone vormen een geweldig team.
Gemaakt voor Apple Intelligence.
Meer doen. Minder moeite.
Apple Intelligence is ingebouwd in je Mac. Het systeem baseert zich op je persoonlijke context en helpt je met schrijven, jezelf uitdrukken en dingen moeiteloos voor elkaar krijgen.
Maximale power. Optimale privacy.
Apple Intelligence beschermt je privacy op alle fronten. Het systeem is geïntegreerd in het hart van je Mac, en gegevens worden op het device zelf verwerkt. Hoewel het zich bewust is van je persoonlijke gegevens, worden die gegevens niet verzameld.
En dankzij het baan­brekende Private Cloud Compute kan Apple Intelligence gebruik­maken van grotere server-based modellen die draaien op Apple silicon. Zo kunnen complexere verzoeken voor je worden afgehandeld zonder dat je privacy in het gedrang komt.
Display
Schitterend van alle kanten.
Het Liquid Retina-display van MacBook Air kan 1 miljard kleuren weergeven en heeft een tot 2x zo hoge resolutie als vergelijkbare pc-laptops. Dankzij het grote contrast en de duidelijke details spatten foto’s en video’s van het scherm, en is tekst haarscherp.
Camera en audio
Beweegt met je mee.
Middelpunt. Blijf in beeld tijdens videogesprekken. Ook als je beweegt of als er mensen naast je komen zitten.
Bureauweergave. Laat je bureau van bovenaf zien terwijl je zelf ook in beeld blijft. Ideaal als je bijvoorbeeld online lesgeeft of je nieuwste project wilt laten zien.
Drie microfoons. Met MacBook Air is je stem tijdens audio- en video­gesprekken goed te horen, terwijl achter­grond­geluiden zoveel mogelijk worden gedempt.
Indruk­wekkend geluidssysteem. De speakers van MacBook Air zijn geschikt voor Ruimtelijke Audio en Dolby Atmos, wat een oase van drie­dimensionaal geluid oplevert als je naar muziek luistert of een film kijkt.
Poorten en connectiviteit
Maak goede connecties.
De MagSafe-oplaadkabel klikt magnetisch vast en weer los. Je hoeft dus niet bang te zijn dat je MacBook Air opeens door de lucht vliegt. Via de twee Thunderbolt 4-poorten kun je professionele accessoires aansluiten en je Mac opladen. De mini-jack-aansluiting ondersteunt koptelefoons met hoge impedantie. En wifi 6E heeft een tot twee keer zo hoge overdrachts­snelheid als wifi 6.
Maak van MacBook Air je ideale werkplek door er tot twee externe displays op aan te sluiten. Met al die extra ruimte kun je eenvoudig in meerdere documenten of apps tegelijk werken.
Beveiliging
Bewaak het fort met één vinger.
Het Magic Keyboard is voorzien van achter­grond­verlichting, een rij functie­toetsen van volledige hoogte en Touch ID, waarmee je snel, makkelijk en veilig je Mac ontgrendelt, inlogt bij apps en websites en online betalingen goedkeurt, met alleen je vinger­afdruk.",https://www.laptop.nl/picture/21770599/600/370/HighResolution/LPNL/false,https://www.laptop.nl/product/apple-macbook-air-2025-15-m4-24-gb-512-gb-middernacht/21770599/17923
Laptops,OUTLET: Lenovo IdeaPad Gaming 3 - 82SB00Q4MH,"Ontdek de kracht en snelheid van de Lenovo IdeaPad Gaming 3 notebook. Deze clamshell-laptop is speciaal ontworpen voor gamers die op zoek zijn naar optimale prestaties en meeslepende gameplay. Met zijn indrukwekkende specificaties en stijlvol ontwerp is de Lenovo IdeaPad Gaming 3 de perfecte metgezel voor jouw gaming avonturen.
De Lenovo IdeaPad Gaming 3 notebook is voorzien van een krachtige AMD Ryzen™ 7-processor, specifiek de 7735HS, met een kloksnelheid van 3,2 GHz. Dankzij deze processor ervaar je een ongekende snelheid en responsiviteit, waardoor je zonder vertraging kunt gamen, multitasken en zware applicaties kunt uitvoeren. Laat je meeslepen in de wereld van gaming met vloeiende prestaties en razendsnelle reactietijden.
Het 15.6"" Full HD-beeldscherm levert levendige beelden met een resolutie van 1920 x 1080 pixels. Geniet van scherpe details, heldere kleuren en een meeslepende visuele ervaring bij het spelen van je favoriete games. Het grote scherm zorgt voor een indrukwekkende gaming-ervaring en biedt voldoende ruimte om je volledig onder te dompelen in de virtuele wereld.
Met 16 GB intern geheugen ben je verzekerd van snelle en vlotte prestaties, zelfs tijdens intense gaming-sessies. Het geavanceerde geheugentype zorgt voor snelle gegevensoverdracht en naadloze multitasking, zodat je moeiteloos kunt schakelen tussen verschillende applicaties en taken zonder enige vertraging.
Met een totale opslagcapaciteit van 512 GB SSD heb je voldoende ruimte om al je favoriete games, media en bestanden op te slaan. Profiteer van snelle laadtijden en responsieve prestaties dankzij de SSD-opslag, waardoor je direct kunt starten met gamen en snel toegang hebt tot je bestanden.
De AMD Radeon 680M geïntegreerde grafische kaart zorgt voor verbluffende visuele effecten en vloeiende gameplay. Geniet van realistische graphics en meeslepende beelden tijdens je gamingsessies. Deze notebook levert indrukwekkende prestaties, zodat je kunt genieten van je favoriete games in al hun glorie.
De Lenovo IdeaPad Gaming 3 wordt geleverd met Windows 11 Home, het nieuwste besturingssysteem van Microsoft. Profiteer van verbeterde gamingfuncties, beveiliging en compatibiliteit met andere gamingaccessoires en -software. Windows 11 Home optimaliseert je game-ervaring en biedt nieuwe mogelijkheden om je gamingprestaties naar een hoger niveau te tillen.
Met zijn stijlvolle grijze kleur straalt de Lenovo IdeaPad Gaming 3 kracht en robuustheid uit. Het ontwerp is speciaal ontwikkeld voor gamers, met opvallende accenten en een stoere uitstraling die perfect past bij je gaming setup.
Kortom, de Lenovo IdeaPad Gaming 3 notebook biedt de perfecte combinatie van prestaties, snelheid en stijl voor gamers. Met zijn indrukwekkende specificaties en betrouwbaarheid kun je rekenen op een vlotte en meeslepende game-ervaring. Ontdek zelf de kracht en veelzijdigheid van de Lenovo IdeaPad Gaming 3 en dompel jezelf onder in de wereld van gaming.",https://www.laptop.nl/picture/80064069/600/370/HighResolution/LPNL/false,https://www.laptop.nl/product/outlet-lenovo-ideapad-gaming-3-82sb00q4mh/80064069/17923
Laptops,Outlet: MSI Cyborg 15 AI A1VEK-019NL,"CYBER-UP!
De volgende fase van de evolutie is hier: duik in de wereld van games in cyberpunk-stijl, laat je sci-fi mode zien en versla je tegenstander met revolutionaire hardware. De Cyborg 15 A13U heeft een futuristisch, gemechaniseerd uiterlijk en is gemaakt om de meest baanbrekende, avant-gardistische gaminglaptop te worden.
DOORZICHTIG ONTWERP
Door de doorschijnende delen op het toetsenbord en chassis kun je door delen van de binnenkant kijken. Met cybernetisch aandoende afwerking en taal van boven tot onder, stelt de Cyborg 15 A13U opnieuw voor wat de toekomst inhoudt.
NIEUW-GEN HYBRID PRESTATIES Tot Intel® Core™ Ultra 7 processor 155H
Met zijn razendsnelle verwerkingssnelheid en Intel's eerste geïntegreerde NPU voor energiezuinige AI-acceleratie. De nieuwste Intel® Core™ Ultra 7 processor 155H is een game-changer. Of je nu houdt van gamen, content creëren of zware multitasking, dit is jouw toegang tot een soepele en krachtige computerervaring.
GEFORCE RTX 40-SERIE LAPTOPS VERDER DAN SNEL
NVIDIA® GeForce RTX™ 40-serie laptop GPU's zijn de kracht achter 's werelds snelste laptops voor gamers en ontwerpers. Gebouwd met de ultra-efficiënte NVIDIA Ada Lovelace architectuur, zorgen ze voor een enorme sprong in prestaties met AI-gestuurde DLSS 3 en maken ze levensechte virtuele werelden mogelijk met volledige ray tracing. Bovendien optimaliseert het Max-Q-pakket van technologieën de systeemprestaties, het stroomverbruik, de batterijlevensduur en de akoestiek voor topprestaties.
NU MET AI
MSI Laptops versnellen toepassingen sneller en efficiënter dan ooit tevoren. Ze worden standaard geleverd met exclusieve MSI Intelligent Technology die in staat is om geheel nieuwe AI-functies te bieden, waardoor automatische optimalisatie naar een geheel nieuw niveau wordt getild.
VLOEIENDE BEWEGINGEN
Ervaar elke actie levendig met het heldere en vloeiende 144Hz IPS-beeldscherm.
GAMEN IN STIJL
De Cyborg 15 AI is uitgerust met een 4-zone RGB-toetsenbord met verlichte WASD en speciaal ontworpen keycaps. Geniet van het kleurrijke licht dat schijnt als pulserende energie voor een meeslepende game-ervaring in stijl!
NEXT-GEN KOELING VOOR NEXT-GEN GAMING
Het CPU&GPU Shared-Pipe ontwerp zorgt voor real-time warmteafvoer balancering tussen CPU&GPU voor verbeterde efficiëntie. In combinatie met het exclusieve thermische pasta van MSI zorgt dit voor maximale prestaties tijdens extreem gamen.
ALLES WAT JE NODIG HEBT
BUITENGEWONE DRAADLOZE ERVARING
De nieuwste Wi-Fi 6E levert verbluffende snelheden en houdt het netwerk soepel en stabiel, zelfs wanneer je het netwerk deelt met meerdere gebruikers.
ONTGRENDEL AL HET POTENTIEEL
Haal de machtige prestaties uit je laptop met ondersteuning van DDR5 geheugen. Geniet van nog hogere frequenties, grotere capaciteit en betere prestaties.
PCIe Gen 4 OPSLAG ONDERSTEUNING
PCIe 4.0 verbetert effectief de dagelijkse workflow en heeft een betere signaalbetrouwbaarheid, integratie en verbinding voor betere prestaties.
AUDIO-EUPHORIA
DTS levert meeslepende, nauwkeurige audioplaatsing voor gamers, waardoor je een voorsprong hebt op de concurrentie.
ALLE FUNCTIES
Het exclusieve MSI Center helpt je om je MSI laptop te bedienen en aan te passen zoals jij dat wilt.
NAADLOZE GAME-ERVARING
Ontwikkeld onder een exclusieve samenwerking met BlueStacks, zorgt de MSI APP Player voor een naadloze game-ervaring tussen mobiel gamen en de PC.
COMPLETE IO
USB 3.2 Gen2 Type-C / DP
USB 3.2 Gen1 Type-A x2
RJ45
DC-ingang
HDMI™ 2.1 (4K@60Hz)
Audio Combo-aansluiting
Kensington slot",https://www.laptop.nl/picture/80068415/600/370/HighResolution/LPNL/false,https://www.laptop.nl/product/outlet-msi-cyborg-15-ai-a1vek-019nl/80068415/17923
Laptops,HP 14-em0525nd,"Ontdek de ultieme kracht en prestaties met de HP 14-em0525nd laptop. Met zijn clamshell-vormfactor biedt dit apparaat een perfecte balans tussen draagbaarheid en prestaties, waardoor het ideaal is voor zowel werk als entertainment.
Met de krachtige AMD Ryzenâ„¢ 7 7730U processorfamilie aan boord, levert deze laptop indrukwekkende prestaties voor multitasking, contentcreatie en meer, waardoor je moeiteloos kunt voldoen aan al je computereisen.
Geniet van een verbluffende kijkervaring op het 35,6 cm (14"") Full HD-scherm met een resolutie van 1920 x 1080 pixels. Elk detail wordt helder en scherp weergegeven, of je nu aan het werk bent of geniet van je favoriete multimedia.
Met 16 GB DDR4-SDRAM intern geheugen biedt deze laptop voldoende ruimte voor soepel multitasken, zodat je naadloos kunt schakelen tussen verschillende applicaties. En met een royale 512 GB SSD-opslag heb je genoeg ruimte voor al je bestanden, foto's en video's.
De AMD Radeon Graphics on-board grafische adapter zorgt voor vloeiende en responsieve grafische prestaties, waardoor je kunt genieten van gaming en multimedia met verbluffende visuele effecten.
De HP 14-em0525nd wordt geleverd met Windows 11 Home als het inbegrepen besturingssysteem, waardoor je kunt profiteren van de nieuwste functies en beveiligingsupdates. Met zijn elegante zilveren afwerking en een draagbaar gewicht van slechts 1,4 kg is deze laptop de perfecte metgezel voor onderweg.",https://www.laptop.nl/picture/80066229/600/370/HighResolution/LPNL/false,https://www.laptop.nl/product/hp-14-em0525nd/80066229/17923
Laptops,Acer Swift 5 SF514-56T-54LM,"De Swift 5 heeft een gigantisch vermogen en een uitzonderlijk thermisch design met een hoogwaardige aluminium chassis. Dankzij de 12e generatie Intel® Core™ processoren
[1]
kun jij met onvergelijkbare prestaties aan je geweldige ideeën werken.
Prachtig ontworpen. Vakkundig gemaakt.
De hoogwaardige aluminium behuizing heeft een ongelooflijk CNC-gefreesd design van 14,95 mm en 1,2 kg.
[1]
Het zorgvuldig ontworpen design heeft een milieuvriendelijk OceanGlass™ touchpad en een aan-uitknop met vingerafdruklezer.
Ervaar ingenieuze koeling
Ervaar hoogwaardige thermische efficiëntie dankzij de dubbele ventilatoren die meerdere koelmodi ondersteunen, dubbele D6-koelbuizen en de luchtinlaat in het toetsenbord die tot wel 10%
[2]
meer warmte wegleidt dan een standaard toetsenbord.
Stabiel. Krachtig. Premium.
De krachtige 12e generatie Intel® Core™ processoren
[1]
, met maximaal twaalf kernen met Iris® Xe grafische kaarten, voert taken met superieure prestaties uit, waarmee jij de concurrentie achter je laat.
Tot 1,74 x betere prestatiescore
[2]
Aanzienlijke allround verbeteringen dankzij de nieuwste 12e generatie Intel® Core™ processoren.
Het scherm
Ga aan de slag met het WQXGA
[1]
aanraakscherm met Antimicrobial Corning® Gorilla® Glass,
[4]
met een indrukwekkende screen-to-body ratio voor dunne randen rondom. En met het arsenaal aan oogbeschermings- en kleurtechnologieën van Acer zijn de mogelijkheden eindeloos.
Ultieme connectiviteit
Met essentiële poorten voor dagelijks gebruik, gloednieuwe WiFi 6E en een batterij met een levensduur van 10 uur die snel opnieuw kan worden opgeladen (meer dan 4 uur levensduur in slechts 30 minuten) om je productiviteit hoog te houden.
[5]
Ultieme slimmigheidjes
De FHD-camera aan de voorkant maakt gebruik van de TNR technologie van Acer voor beelden van hoge kwaliteit bij weinig licht. En met Acer PurifiedVoice™ met AI-ruisonderdrukking kun je probleemloos videobellen.",https://www.laptop.nl/picture/21615546/600/370/HighResolution/LPNL/false,https://www.laptop.nl/product/acer-swift-5-sf514-56t-54lm/21615546/17923
Laptops,Lenovo IdeaPad Slim 5 - 83DC006LMH,"De Lenovo IdeaPad Slim 5 is een geavanceerde clamshell-laptop die de nieuwste Intel Core Ultra 7-processor combineert met baanbrekende AI-technologie. Dit zorgt voor een intelligente en responsieve gebruikerservaring, aangepast aan jouw behoeften.
Met een indrukwekkend 16-inch scherm met een 2K HD-type en een resolutie van 2048 x 1280 pixels biedt de IdeaPad Slim 5 scherpe en levendige beelden voor zowel werk als entertainment. Dankzij het royale 32 GB LPDDR5x-SDRAM intern geheugen en een ruime opslagcapaciteit van 1 TB via een SSD, heb je voldoende ruimte voor al je bestanden en programma's.
De laptop is voorzien van Intel Arc Graphics, een krachtige on-board graphics adapter die zorgt voor indrukwekkende visuele prestaties. Samen met de AI-functionaliteit optimaliseert dit de grafische ervaring voor gaming, creatief werk en multimedia.
Met Windows 11 Home als besturingssysteem geniet je van een naadloze en intuïtieve gebruikerservaring, terwijl het elegante grijze ontwerp van de laptop een stijlvolle en professionele uitstraling biedt. Met een gewicht van slechts 1,82 kg is de IdeaPad Slim 5 ook gemakkelijk mee te nemen, waar je ook naartoe gaat.",https://www.laptop.nl/picture/80066126/600/370/HighResolution/LPNL/false,https://www.laptop.nl/product/lenovo-ideapad-slim-5-83dc006lmh/80066126/17923
Laptops,Lenovo IdeaPad Slim 5 - 83BF0068MH,"De slimme keuze voor mobiliteit
- Slimme, dunne, lichte 14-inch laptop van militaire kwaliteit
- Met Intel® Core™-processor van de 13e generatie
- Realtime systeemrespons via Lenovo AI Engine
- Optionele vingerafdruklezer en hybride FHD-infraroodcamera
- Verbeterde functies om tijd te besparen en je gegevens te beveiligen
- Keuze uit een WUXGA- of 2,2K-beeldscherm, Dolby Audio™-gecertificeerd",https://www.laptop.nl/picture/80066121/600/370/HighResolution/LPNL/false,https://www.laptop.nl/product/lenovo-ideapad-slim-5-83bf0068mh/80066121/17923
Laptops,Lenovo IdeaPad Slim 5 - 83BF0062MH,"De slimme keuze voor mobiliteit
- Slimme, dunne, lichte 14-inch laptop van militaire kwaliteit
- Met Intel® Core™-processor van de 13e generatie
- Realtime systeemrespons via Lenovo AI Engine
- Optionele vingerafdruklezer en hybride FHD-infraroodcamera
- Verbeterde functies om tijd te besparen en je gegevens te beveiligen
- Keuze uit een WUXGA- of 2,2K-beeldscherm, Dolby Audio™-gecertificeerd",https://www.laptop.nl/picture/80068627/600/370/HighResolution/LPNL/false,https://www.laptop.nl/product/lenovo-ideapad-slim-5-83bf0062mh/80068627/17923
